Lemma (見出し語)	Rank	Frequency (頻度)	Japanese (by Google)	Commentary (解説)	cf. code	Category code
nucleoplasmin	22,636	26	核質	核質. 核膜に包まれている原形質の総称. 核液(nuclear sap)とも呼ばれる. 核質は粘度の高い液体で,染色体と核小体を包んでいる.		89
nucleoside	23,138	25	ヌクレオシド	ヌクレオシド. 塩基と糖が結合した化合物. アデノシン,チミジン,グアノシン,シチジン,ウリジンが主なヌクレオシド. リン酸と結合しデオキシリボ核酸(DNA)やリボ核酸(RNA)を作るヌクレオチドとなる	565	89
nucleotide	1,814	1,242	ヌクレオチド	ヌクレオチド. 塩基+糖+リン酸の構造をもつ化合物. エネルギー代謝の役割を果す. 語源はnucleo(核の)tide(結ばれた). 核酸は多数重合したポリヌクレオチドである	565	89
nucleus	2,449	848	細胞核	細胞核. 核. 心. 中軸	719	89
nude	6,665	197	ヌード	ヌード. 裸の	911	
nudge	13,664	62	少しずつ動かす	軽くつつく. (注意を引くために)そっと押す. 行動を促す. ひじでつつくこと		
nudged	24,827	22	つつかれた	(ひじで)つつかれた		
nudist	31,439	14	ヌーディスト	ヌーディスト. 裸体主義(者). ヌーディストの. 裸体主義の		19
nudity	11,762	79	裸体	裸体(像. 画)	911	
nugget	15,548	50	ナゲット	固まり(lump). 天然の金塊. 貴重なもの		
nuisance	15,194	52	迷惑	やっかいもの. 迷惑な行為. 妨害. やっかい物. うるさい人. 迷惑. やっかい		
nuke	10,986	88	核兵器	(見出語)nuclear. 核兵器(で攻撃する). 2. 電子レンジで調理する. 暖める	826	58
null	3,713	467	ヌル	無効の. 無価値の. 特色(表情)のない. 存在しない. 零(の)		54
nullification	40,852	8	無効化	取り消し. 破棄. 無効. 無効化		
nullify	30,344	15	無効にする	無効にする. 破棄する		
numb	13,521	63	無感覚	の感覚をなくす. 感覚を失った. 麻酔をかける. まひした. にぶい. 麻痺した. 痺れた	784	
number	151	13,645	数	数. 番号		54
numbing	26,084	20	麻痺	無感覚にする. しびれさせる. 頭をぼんやりさせる	784	91
numbness	36,956	10	痺れ	しびれ感		91
numeracy	50,313	5	算数	数学の基礎知識があること. 数量的思考能力	573	54
numeral	20,184	32	数字	卒業年度の数字. 数字. 数詞. 数の	573	54
numerator	22,163	27	分子	(数学)分子. (例文. 分子が分母と等しいか分母より大きい分数 a fraction whose numerator is equal to or greater than its denominator)	573	54
numeric	23,138	25	数値の	数. 番号	573	54
numerical	8,373	137	数の	数の. 実数の	573	54
numerically	21,758	28	数値	数値的に	573	54
numerous	2,240	956	多数の	おびただしい. 非常に多くの. 多数の		50
nun	8,528	133	修道女	修道女. 尼僧. (cf. nan. インドの発酵パン)	700	
nunnery	50,313	5	女子修道院	女子修道院		6
Nuremberg	18,918	36	ニュルンベルク	ニュルンベルク(独)		2
nurse	2,837	687	看護師	養成する人. 看護婦. 乳母. 授乳する. 看護する. 大事に育てる. (思想など)を心に抱く		89
nursery	10,369	97	保育園	子ども部屋. 育児室. 苗床. 養成所. (悪の)温床. 託児所		26
nursing	2,528	807	看護	養育する. 育児. 看護		26
nurture	7,638	158	育てる	滋養物. 養育. 養う. 育てる		
Nusselt	16,407	46	ヌセルト数	Nusselt number. Nu. ヌセルト数. ドイツの W. ヌセルトに因む数値. 対流による熱伝達と流体の熱伝導比率を示す. 対流が生じていなければNu=1		60
nut	3,683	472	ナット	木の実をひらう. ナット. 堅果. 木の実. ナッツ. やつ. 男. がんこ者		39
nutcase	36,956	10	nutcase	狂人. 気違い	293	82
nutcracker	43,408	7	くるみ割り人形	山烏の類. クルミ割り器		52
nutmeg	29,384	16	ナツメグ	ナツメグ(香辛料), ニクズク(の木･種子)		69
nutria	30,344	15	ヌートリア	ヌートリア(南米原産の水中生活に適応した動物. ビーバーに似る)		72
nutrient	7,388	167	栄養素	栄養物. 食物. (cf. 三大栄養素three major nutrients=たんぱく質,炭水化物,脂質. protein, carbohydrate, lipid/fat)	183	39
nutrition	7,222	174	栄養	栄養物摂取. 栄養物. 滋養の. 食物		
nutritional	8,213	141	栄養の	栄養を補給する. 健康や成長を促進させる		
nutritionist	22,636	26	栄養士	栄養士		25
nutritious	32,594	13	栄養価が高い	栄養の		
nutshell	23,138	25	ナッツの殻	ごくちいさい容器		
nutter	36,956	10	変わり者	気違い. 狂人. 変わり者. 木の実を拾う人	293	82
nutty	4,798	323	ナッティー	に熱中して		
nuzzle	36,956	10	鼻をこすりつける	愛撫する. 鼻で掘る. 鼻を押しつける. すり寄る. 気持ちよく横になる		
NV	38,763	9	NV	Nevada ネバダ州		4
NY	4,879	314	NY	New York市. New York州		4
NYC	6,969	184	ニューヨーク市	ニューヨーク市		2
Nye	16,610	45	ナイ	Joseph Nye ジョセフ･ナイ. 米国の国際政治学者. ハード･パワー(武力)に対するソフト･パワー(文化･知恵)を主張		98
nylon	10,898	89	ナイロン	ナイロン. ナイロンストッキング		36
nymph	22,636	26	ニンフ	ニンフ(神話). 少女の姿の妖精. 2. トンボやバッタなど不完全変態をする昆虫の幼虫(成虫がそのまま小さくなった姿形)	746	9
NYPD	5,107	293	ニューヨーク市警察	New York City Police Department. ニューヨーク市警察		18
NYSE	22,163	27	ニューヨーク証券取引所	New York Stock Exchange. ニューヨーク証券取引所		16
NYT	738	3,350	NYT	The New York Times. ニューヨーク･タイムズ		43
NYTimes	3,756	461	NYTimesの	ニューヨークタイムズ(SNS上)		43
o	736	3,356	o	アルファベットのo, O型, オミクロン(ギリシア文字Omicron. 小文字はο). 例示時 O as Oscar.		35
OA	8,066	145	OA	Office automation. オフィス･オートメーション 2. On the Air(放送中). 3. Open access. 4. Overage. 5. 拒絶理由通知(Office Action) 他		29
oaf	46,471	6	のろま	とんま. のろま. 取替え子. (希に)低能児	842	
Oahu	21,344	29	オアフ島	オアフ島(ハワイ)		2
oak	4,992	304	オーク	オーク材の. オーク. カシ. ナラ		69
Oakland	6,577	201	オークランド	オークランド. ニュージーランド最大かつポリネシア地域最大の都市(第二位はホノルル) 2. カリフォルニア州の都市		2
oar	32,594	13	オール	オール. オールでこぐ. 漕ぎ手. 漕ぎ船		
oasis	11,169	86	オアシス	オアシス. 慰安の場所		
oat	13,664	62	からす麦	オート麦. エンバク(燕麦). カラス麦	367	69
oath	7,449	165	宣誓	神名濫用. のろい. 悪罵. 誓い. 宣誓	572	
oatmeal	9,589	110	オートミール	オートミール. 燕麦(エンバク)を脱穀し調理しやすく加工したもの	367	69
OAU	55,144	4	OAU	Organization of African Unity. アフリカ統一機構		18
OB	10,763	91	OB	Out of bounds OB. ゴルフでボールがプレー領域外に出るペナルティ		29
Obama	92,134	1	オバマ	Barack Obama第44代米国大統領. 2009-. 民主党 (ANC統計非対象期間. Michelle夫人も)		98
obedience	20,935	30	服従	服従. 従順	800	
obedient	27,590	18	従順な	従順な. すなおな	800	
obeisance	30,344	15	敬意	敬礼	642	
obelisk	17,312	42	オベリスク	オベリスク. 方尖塔		10
obese	7,116	178	肥満した	でっぷり肥えた. 肥満体の. 肥満	921	
obesity	3,915	434	肥満	(oʊbíːsəṭi)(医)肥満. 肥満体. (cf. fat)	921	
obey	9,387	114	従う	従う. 理性に従って行動する. 力･衝動のままに動く		
obeyed	23,649	24	従った	従属した		
obfuscate	38,763	9	当惑させる	当惑させる. 混乱させる. 気持を暗くさせる		
Obispo	29,384	16	オビスポ	サンルイスオビスポ(San Luis Obispo, カリフォルニア州南部サンルイスオビスポ郡の都市) 2. 人名		
obit	15,752	49	死亡記事	葬儀. 死亡記事. 命日. (cf. orbit. 人工衛星などの軌道)	302	81
obiter	28,448	17	obiter	傍論. 付随的意見　(cf. orbiter軌道衛星)	645	
obituary	9,784	106	死亡記事	死亡広告. 死亡告知. 死亡告示. 黒枠. 死亡記事	302	81
object	1,623	1,423	オブジェクト	反対する. 客観. 対象. 物. 目的. 目的語	733	27
objection	4,980	305	異議	反対. 難点. 欠点. 不服	733	
objectionable	18,918	36	不愉快な	反対すべき	733	
objective	1,865	1,212	目的	客観的な. 事実に基づく. 目的(の). 目的格の		27
objectively	14,564	56	客観的に	客観的に		
objectivism	28,448	17	客観論	客観主義. 客観論		19
objectivity	12,442	72	客観性	客観性		
objector	31,439	14	反対者	異議を唱える人. 反対者	733	
obligate	9,784	106	義務付ける	義務を負わせる. 義務的な. 避けられない		
obligation	3,967	426	義務	負担. 恩義. 義務. 債券. 債務. 義理. お陰		
obligatory	12,062	76	義務的	義務的な		
oblige	7,020	182	義務付ける	強いる. 余儀なくさせる		
oblique	17,075	43	斜めの	斜行進する. 間接の. 斜めの. 遠まわしの		
obliquely	23,649	24	斜めに	斜めに		
obliterate	17,841	40	消し去る	消す. の痕跡を消す. 完全に破壊する	743	
oblivion	19,238	35	忘却	忘却		
oblivious	13,018	67	記憶してない	記憶していない. 忘れっぽい. 気づかないで. 忘れさせる		
oblong	27,590	18	横長	長楕円形. 長方形		
obnoxious	10,898	89	不愉快な	嫌いな. いやな		
oboe	36,956	10	オーボエ	オーボエ		45
obscene	11,863	78	わいせつな	わいせつな. 反道徳的な		31
obscenity	15,956	48	わいせつ	わいせつ		31
obscure	4,085	409	曖昧な	人目に付かない. ぼんやりした. あいまいな. 覆い隠す		
obscurity	16,859	44	無名	薄暗がり. あいまい. 不明瞭. 難解. 名もない人		
obsequious	35,353	11	こびへつらう	こびへつらう		
observable	12,344	73	観察できる	観測される		
observance	18,625	37	遵守	遵守. しきたり. 儀式. 敬意. 行事. 習慣	642	
observant	22,636	26	観察力の鋭い	観察力の鋭い		
observation	1,338	1,757	観測	観察. 所見. 監視. 観測. 言葉. 注目. 発言	747	
observational	11,762	79	観測の	観測の		
observatory	9,333	115	展望台	天文台. 気象台. 展望台		65
observe	595	4,099	観察する	観測する. 述べる. 守る	747	
observed	14,564	56	観測された	観測された	747	
observer	3,747	462	観察者	オブザーバー. 観察者. 観測者. 遵守者. 立会人	747	
obsess	6,204	220	取りつく	(悪霊･妄想が)～に取り付く	362	
obsessed	12,442	72	夢中	夢中	626	
obsession	4,841	318	強迫観念	妄想. 取り付かれること. 脅迫観念	362	
obsessive	8,108	144	強迫的な	つきまとう		
obsessively	19,536	34	しきりに	しきりに		
obsidian	46,471	6	黒曜石	黒曜石. 十勝石		57
obsolescence	23,649	24	陳腐化	陳腐化,すたれかけていること,(器官の)退行,萎縮	632	
obsolescent	38,763	9	廃れかかった	すたれかかった		
obsolete	8,697	129	廃止された	すたれた. 廃れた. 時代遅れの	761	
obstacle	5,090	294	障害物	障害. 故障. 障害物		
obstetric	35,353	11	産科の	産科の. 産科学の. 産科学に関する		89
obstetrician	21,758	28	産科医	産科医		89
obstetrics	23,138	25	産科	産科学. 産科		89
obstinacy	33,910	12	頑固	頑固. 強情. 病の難治	612	
obstinate	29,384	16	頑固な	頑固な. stubborn. しつこい. 病気が難治の. 強情な	863	
obstruct	12,240	74	妨害する	遮断する. ふさぐ. 妨げる	745	
obstruction	7,661	157	閉塞	じゃま. 障害. 妨害. 閉塞(症)		
obstructive	20,527	31	閉塞性の	じゃまな. 閉塞性の		
obtain	698	3,551	入手する	を得る		
obtainable	32,594	13	得られる	獲得可能な		
obtaining	22,163	27	入手	入手		
obtrusive	35,353	11	押し付けがましい	押しつけ		
obtuse	26,084	20	鈍い	鈍い. 鈍感な		
obviate	20,935	30	未然に防ぐ	未然に防ぐ	745	
obvious	1,736	1,302	明らかな	明らかな. 露骨な. 明かな. わかりきった		
obviously	1,573	1,472	明らかに	明らかに. 目立って	753	
OC	8,251	140	OC	Oral Communication. オーラル･コミュニケーション 2. Oral Contraceptive経口避妊薬　3. カナダ勲章(Order of Canada) 他		29
occasion	2,585	779	時	出来事. 場合. 機会. 業務. 行事. 根拠. 用事	739	
occasional	3,511	503	時折の	時々の. 予備の. ときおり. 時折の. 特別な場合のための. 臨時用の		
occasionally	2,521	810	たまに	たまに. 時折		
occasioned	24,827	22	引き起こさ	引き起こされた		
occidental	36,956	10	西洋の	西洋(人)の		
occlude	43,408	7	塞ぐ	(通路･すき間などを)ふさぐ		
occlusion	18,625	37	閉塞	閉塞. 咬合		
occult	17,841	40	オカルト	神秘(の). 超自然的な. 隠れる		9
occultation	55,144	4	掩蔽	掩蔽(えんぺい). ある天体が他の天体の間を通過するため,その天体が隠される現象		65
occupancy	14,085	59	占有	占有. 占拠. 領有. 居住. 使用		
occupant	13,018	67	占有者	占有者. 現住者. 乗員		
occupation	5,049	298	職業	仕事. 従事. 占有. 居住		
occupational	9,730	107	職業の	職業の		
occupied	8,148	143	占領下	使用中		30
occupier	33,910	12	居住者	居住者		
occupy	3,784	455	占める	(場所･地位など)を占める		
occur	676	3,663	発生する	(出来事が偶然)起こる. 心に浮かぶ		
occured	17,841	40	発生した	発生した		
occurrence	4,031	416	発生	出来事. 起こること		
ocean	3,074	617	海洋	海. 海洋. (cf. ocean. sea. marine)	873	
Oceanic	26,084	20	大洋の	オセアニアの. 海洋性の. 大洋産の. 莫大な		2
oceanography	40,852	8	海洋学	海洋学		62
ocelot	35,353	11	オセロット	オセロット. ヒョウネコ		72
och	29,384	16	おお	おお		30
ocher	55,144	4	黄土色	(óukər). オークル(黄土色). 2. (俗)金(かね). 金貨		48
ochre	28,448	17	黄土色	黄土色		48
OCP	7,191	175	OCP	Open Compute Project. オープンコンピュートプロジェクト 2. Operation Enduring Freedom Camouflage Pattern 米陸軍の迷彩パターン 他	310	29
Oct	2,357	894	10月	10月(October)の省略形		61
octagon	36,956	10	八角形	八角形		54
octagonal	15,194	52	八角形の	八角形の		
octave	30,344	15	オクターブ	オクターブ. 音階で,ある音の完全8度上または下の音		45
October	2,054	1,069	10月	10月		61
octogenarian	32,594	13	80代	80歳(代)の		
octopus	15,027	53	タコ	タコ. 鮹. 2. 多くの支部をもつ有害な大組織		74
ocular	14,726	55	接眼レンズ	目の. 視覚による. ocular proof 目に見える証拠. 接眼鏡	685	
odalisque	40,852	8	オダリスク	オダリスク. 昔のイスラエル国の女奴隷		10
odd	2,303	924	奇数	奇数の. 余りの. ～余り. 残りの. 時々の. 片方の. 半端な. 妙な. 変な	573	54
oddball	20,184	32	変わり者	変り者		
oddest	25,431	21	奇妙	奇妙	520	
oddity	13,018	67	変人	風変りなこと		
oddly	5,090	294	妙に	奇異に. はんぱに. 奇数に. 奇妙に	520	
odds	3,074	617	オッズ	配当率. ハンディキャップ. 恩恵. 見込み. 可能性. 争い. 勝ち目. 差異. 不均等		67
ode	16,859	44	頌歌	叙情詩. オード	358	
