Word	POS	BNC Rank	Google Rank	IPA	Conjugations	Synonyms	Arabic	Chinese	German	Greek	English	French	Italian	Japanese	Korean	Dutch	Portuguese	Russian	Spanish	Swedish	Thai	Turkish
naked	adj.	4518	1894	nˈeɪkəd	N/A	N/A	عار, معرى, أعزل, مجرد, حاسر, مكشوف	N/A	nackt; bloß	γυμνός, ξεβράκωτος	without clothing, nude; exposed; without covering, unprotected; unaided (such as the eye); not decorated, unadorned; invalid, without support (Law)	nu, dénudé, sans vêtement, à poil; découvert; dégarni, à nu, exposé; brut, sans décoration; sans support, invalide (Juridique)	nudo, spogliato, svestito; scoperto; sguainato; privo di vegetazione, spoglio; schietto, semplice, disadorno; (fig) palese, manifesto; vuoto; mancante; (fig) inerme, indifeso, disarmato	裸の; むき出しの; 草木のない	벌거벗은; 드러난; 아무것도 걸치지 않은; 육안의; 장식하지 않은; 증거가 없는 ( 법률)	naakt; bloot; zonder bescherming; ongewapend; zonder kracht (bij rechtszaak)	pelado, nu, descoberto, despido; indefeso; indigente	голый, нагой, обнаженный, неизолированный, явный, беззащитный, открытый, незащищенный, голословный, лишенный	desnudo, corito, en carnes vivas, en cueros	naken, bar; öppen; försvarslös; blottad (uttryck: blotta ögat); naken, ren (uttryck: nakna sanningen)	โล่ง ว่าง, ไม่ปกปิด	çıplak, yalın, salt
namely	adv.	4302	8408	nˈeɪmli	N/A	specifically explicitly	أعني, أي, عنيت	N/A	nämlich; das heißt; insbesondere	ονομαστικά, δηλαδή, ήτοι	that is to say, meaning, to wit, particularly, by way of explanation	c'est-à-dire; (à) savoir	cioè, vale a dire	すなわち	즉, 말하자면	d.w.z. (dat wil zeggen), namelijk; speciaal	quer dizer; em outras palavras; ou seja; especialmente	а именно, то есть, именно	a saber, particularmente	det vill säga; nämligen; särskilt	กล่าวคือ	yani, şöyle ki
nasty	adj.	5072	7682	nˈæsti	nastier nastiest	horrid horrible cruel ghastly mean unpleasant severe dangerous bad horrible offensive sickening serious spiteful horrible nauseating revolting vile wicked grave malicious vicious malevolent foul disgusting painful worrying	معقد, مقرف, بذيء, بغيض, كريه, قذر, مغث, مؤذ, ردئ الطبع, شرير	N/A	scheußlich; ekelhaft; widerlich; unangenehm	αηδιαστικός, απειλητικός, άσχημος, δυσάρεστος, κακοήθης, μοχθηρός, ρυπαρός, επικίνδυνος, βρωμερός	smelly; evil; severe; disgusting; dangerous; unpleasant; obscene	désagréable; puant; sale; dégoûtant; sévère; vilain, méchant	sgradevole, disgustoso, cattivo, nauseante; sporco, sudicio; sconcio, indecente; scortese, villano, maleducato; brutto; pericoloso, serio; maligno, malevolo, malvagio; difficile	不快な; 汚い; 意地悪な; みだらな	냄새나는; 추악한; 심한; 메스꺼운; 위험한; 역겨운; 음란한	akelig; smerig; naar, lelijk; ernstig; gevaarlijk	sujo; asqueroso; imundo; indecente; fedorento; porco	отвратительный, противный, мерзкий, гадкий, неприятный; грязный, непристойный, неприличный, скверный; злобный, угрожающий, опасный, ненастный	sucio, muy sucio, repugnante; obsceno, vil	illaluktande; elak; allvarlig; äcklig; farlig; obehaglig	N/A	iğrenç, çirkin, kötü, pis, edepsiz, fırtınalı, ayıp, müstehcen
nationalism	n.	8211	19078	nˈæʃənəlˌɪzəm	N/A	patriotism chauvinism separatism jingoism autonomy independence xenophobia	قومية, الوطنية	民族主义, 民族特性	Nationalismus	εθνικισμός	patriotism, devotion to one's country; ambition for national progress	nationalisme, patriotisme	nazionalismo; l'essere nazionale	国家主義; 民族主義; 独立運動	민족주의, 애국주의; 민족의 발전에 대한 야망	nationalisme	nacionalismo	национализм, патриотизм, стремление к национальной независимости	nacionalismo, civismo	nationalism	ชาตินิยม การรักชาติ	milliyetçilik
neat	adj.	5225	10533	nˈit	neater neatest	N/A	مهندم, بارع, أنيق, نظيف, ناعم, نقي, منظم, متقن, خالي من الماء	N/A	ordentlich; sauber; gepflegt; wunderbar (Slang)	καθάριος, καθαρός, κόσμιος, κομψός, νοικοκυρεμένος, συγυρισμένος, καλοφτιαγμένος, πετυχημένος, ανέρωτος	arranged; clean; simple; clever; not adulterated; fundamental; wonderful (Slang)	net; ordonné; simple; pur (non mélangé); intelligent; adroit; soigné, sec, superbe (argot)	ordinato, lindo, pulito; accurato; nitido, chiaro; piacevole, armonioso, ben fatto; agile, svelto; preciso; abile, accorto; liscio; (am; sl) meraviglioso, splendido	きちんとした, 几帳面な; きれい好きな; すっきりした	균형이 잡힌, 정돈된; 깨끗한; 단순한; 재치있는; 고상한; 솜씨좋은; 훌륭한 (속어)	net(jes); handig; puur; schoon; grondig; niet besneden	limpo, puro; elegante, polido, bonito; perfeito; natural; tratado; bem cuidado	чистый, чистоплотный, опрятный, аккуратный; четкий, точный; ясный, разборчивый, лаконичный, отточенный (о языке); хорошо сделанный, отличный, замечательный, искусный; неразбавленный	limpio, acicalado, aseado, atildado, bien arreglado, bien cuidado, impecable, muy aseado, nítido, ordenado, pulcro	prydlig, ordentlig; ren; fyndig; oblandad; noggrann; jättebra (slang)	แบบเพียวๆ (ใช้กับการดื่มเหล้า) แบบไม่ผสมน้ำ	temiz, temiz giyimli, muntazam, zarif, düzenli, sek, susuz, zeki, becerikli
necessity	n.	5052	9307	nəsˈɛsəti	necessities	basic must prerequisite requirement requisite necessary need need requirement inevitability obligation stipulation essential	ضرورة, اضطرار, عوز, حاجة, شىء ضروري, رغبة ملحة, جبة	需要, 必需品, 必然	Bedarf; Notwendigkeit; Elend	αναγκαιότητα, ανάγκη, χρεία	essential; indispensability; obligation; need, requirement; poverty	nécessité; obligation; contrainte, force; besoin	necessità, necessario; bisogno; l'essere indispensabile; ineluttabilità; miseria, povertà, indigenza	必要; 必需品; 貧乏	필수품; 필연; 필요, 요구; 궁핍, 가난, 곤궁	noodzaak; behoefte; armoede	necessidade; obrigatoriedade; pobreza	необходимость, предметы первой необходимости, надобность, настоятельная потребность, неизбежность, нужда, бедность, нищета	necesidad, condición, menester, prioridad	nödvändighet; behov; nöd	ความต้องการ ความจำเป็น	gereken, zorunluluk, gerek, gereklilik, ihtiyaç, lüzum, kaçınılmazlık
neo	N/A	118001	7767	nˈioʊ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nest	n.	6524	9368	nˈɛst	nests nested nesting	N/A	عش, حضنة, عش الزوجية, وكر, معحضن	巢, 窝, 休息所, 隐匿处	Nest (Tiere), Brutstätte; Zufluchtsort; Unterschlupf	φωλιά, σετ	structure in which a bird lays eggs and cares for its young; any animal's lair; brood of animals; object shaped like a bird's nest; shelter, retreat; place where something (often bad) flourishes; set of things that fit one into another	nid; maison; abri, refuge	nido; (fig) rifugio, ricovero; covo, nascondiglio; serie di oggetti che possono essere contenuti l'uno nell'altro; postazione; (Minier) tasca; (Mecc) gruppo compatto; (Mar) coffa	巣; ねぐら; 群れ	둥지; 동물의 보금자리; 한배의 새끼; 둥우리; 보금자리, 휴식처; 소굴, 온상;한 벌	nest; huis; waar je beschermd wordt	ninho; abrigo; cômoda	гнездо, выводок птиц; уютный уголок, гнездышко; притон; лабиринт переулков; группа однородных предметов	nido, ponedero	rede; bo; näste; krypin	N/A	yuva, kuluçka, iç içe geçen şeyler, tutam
neural	adj.	17963	9694	nˈʊrəl	N/A	N/A	عصبي	N/A	neural; Nerven-	νευρικός	nerve-related; dealing with the nervous system (Neurology)	neural	(Anat) neurale	神経の	신경의, 신경계의; 신경계를 다루는(신경학)	neuraal, zenuw-	neural; nervo; dos nervos	нервный, относящийся к нервной системе	neural	neural, nerv-	เกี่ยวกับเส้นประสาทหรือระบบประสาท	sinirsel, sinir
neuron	n.	30886	23016	nˈʊrɑn	N/A	N/A	N/A	神经原, 轴索, 神经细胞	Neuron, Nervenzelle	νευρώνας, νευρών	nerve cell, basic functional unit of the nervous system (Anatomy)	neurone	neurone (cellula del sistema nervoso)	神経単位（解剖学）	N/A	zenuwcel; neuron	neurônio	нейрон, нервная клетка	neurona	nervcell	เซลล์ประสาท	nöron, sinir hücresi
neutral	adj.	5628	5907	nˈutrəl	neutrals	N/A	محايد, حيادي, متعادل, متحايد	N/A	neutral; gleichgültig	ουδέτερος, ακαθάριστος	impartial, without bias; lacking definition, of no particular kind or character; without intense coloration, matching most colors; neither acidic nor alkaline (Chemistry); neither of a positive charge nor a negative charge (Physics)	neutre; indifférent	(Pol) neutrale; (fig) insignificante, incolore, scialbo; neutro; (Mecc) in folle; non sessuato	中立の; 特色のない; 中間色の; 中性の（化学）; 帯電していない（物理）	중립의, 한쪽에 치우치지 않은; 분명하지 않은, 특정한 성격이 없는; 중립색의, 대부분의 색깔과 어울리는; 중성의(화학); 중성의, 자기를 띄지 않는( 물리학)	neutraal; onverschillig	neutro; imparcial; indiferente	нейтральный; средний, неопределенный, промежуточный; безучастный, беспристрастный; неяркий, спокойный, нечеткий, неясный; бесполый	neutral, imparcial, neutro	neutral; färglös	ซึ่งไม่นำไฟฟ้า (ทางฟิสิกส์) ซึ่งเป็นฉนวน	nötr, tarafsız, yansız, cinsiyet organı olmayan
nicely	adv.	8260	10975	nˈaɪsli	N/A	N/A	على نحو أنيق, برقة, بالضبط, بإحكام, بإتقان	N/A	nett; gut	πολύ καλά, ωραία, όμορφα	pleasantly; well; softly, gently; kindly; skillfully; in a fastidious manner (older usage)	gentiment, bien, agréablement	bene; gentilmente, amabilmente; con tatto; con precisione, esattamente, a puntino	心地よく; よく; やさしく; 親切に; 巧みに; 入念に（古い語法）	좋게; 잘; 부드럽게; 친절하게; 훌륭하게; 까탈 스럽게(옛숙어)	op een aardige manier, prettig; goed; mooi	belamente; gentilmente; legalmente; bem	хорошо, приятно; мило; любезно, деликатно, тонко; хорошенько	bastante bien, amablemente, bonitamente, de forma graciosa, lindamente, primorosamente; agradablemente	vackert; bra; trevligt; milt	อย่างดี อย่างสวยงาม, อย่างสุภาพ	güzelce, hoşça, çok iyi, hoş, kibarca, hoş bir şekilde
