英単語,訳,発音,英語の意味,解説,用例,用例・訳
termination,終了；中絶；解雇,tərməˈneɪʃən,the  end of something,"〈C〉〈U〉(…を)終わること,(…の)終了《+of+名》 
〈C〉(言葉の)語尾","Its termination the feeble light did not enable us to see.
","こんなに 弱い 光 で は 何 も 見え なかっ た の だ 。
"
theft,盗難,θɛft,the taking and keeping of something that does not belong to you,盗み;窃盗罪,How do I report a theft?,盗難届はどのようにすればいいのですか。
tile,かわら；工管；タイル張りにする,taɪl,"a thin slab of material, often made of clay, used for covering roofs and floors","(床・壁用の)『タイル』;屋根がわら;《集合的に》タイル,かわら 
(ドミノなどゲームの)こま,(マージャンの)牌 
(下水・煙突などの)土管,コンクリート管 
…‘に'タイルを張る;〈屋根〉‘を'かわらでふく",Mahjong tiles are very beautiful.,麻雀牌はとってもきれいなものです。
tropical,熱帯の；とても蒸し暑い；比喩の,ˈtrɑpɪkəl,hot and humid like the climate near the equator,"『熱帯の』,熱帯性の,熱帯産の 
酷暑の",It seemed that they were interested in tropical fish.,彼らは熱帯魚に興味があるらしかった。
turnover,売上高,ˈtɜrˌnoʊvər,the amount of money that a business makes in an amount of time,"〈C〉(車などの)転覆,転倒 
〈U〉《しばしば a…》(一定期間内の)総取り引き高,売り上げ高 
〈U〉《しばしば s…》(一定期間内の)補充労働者の総数(割合) 
〈U〉《しばしば a…》(一定期間内の)商品の回転率 
〈C〉〈U〉(半円形形または三角形の)折り重ねパイ","Large environments, especially with high turnover. 
","大きな 職場 、 特に 異動 が 多い 場合
"
upgrade,アップグレード,əpˈgreɪd,to improve what was old or outdated,"上りこうばい,上り坂 
上り坂の,上り坂にある 
〈人〉‘を'昇格させる 
…‘の'品質を改良する",I've upgraded my computer so I can run better software,私は、より良いソフトウェアを動かすことができるようにコンピュータをアップグレードさせた
validate,【動/他】を法的に有効とする；を正当であると証明する；を公式に認可する,ˈvælədeɪt,to confirm that something is acceptable,"【動/他】を法的に有効とする
を正当であると証明する
を公式に認可する",Can you validate this parking ticket?,この駐車券に判を押して下さい。
vendor,物売り；製造販売会社,ˈvɛndər,the person who is selling something,"(小さな品物を)売る人,行商人 
(法律で)(土地・家などを)売りに出す人",The ice cream vendor is waiting on customers at his outdoor stand.,アイスクリーム売りが外の売店で客にアイスクリームを売っている。
venue,会場,ˈvɛnju,the place that an event is happening,"行為地(犯罪・不法行為などの発生地) ・現場 
裁判地(裁判の行われる場所)会合場所; 開催地，予定地; (仕事などの)場所　〈米〉立場、意見　「a change of venue」で「会合場所の変更・ 裁判地の変更」",126 pieces are on display at the venue.,会場には、１２６点の作品が展示されています
verbal,【形】言葉の、口頭の,ˈvɜrbəl,spoken,"語の,言葉の;(意味とは関係なく)言葉の上だけの,語句だけの 
口頭の,口上の(oral) 
逐語的な,文字通りの 
動詞の,動詞的な 
準動詞(不定詞・分詞・動名詞の総称) 
《英話》自白 
《英話》《おどけて》口げんか",you put me to forget a lady's manners by being so verbal- Shakespeare,あなたは、本当に口先だけで私に女性としてのマナーを忘れさせようとするのですね−シェークスピア
verify,【他/動】を検証する；を立証する；を確かめる,ˈvɛrəˌfaɪ,confirm the truth of,"〈できごと・事実などが〉…‘を'『立証する』,…‘の'真実を証明する 
(真実・正確であるかどうか)…‘を'確かめる,調べる 
〈証拠物件〉‘を'立証する",He will verify all of the movements.,彼が全ての動作を確認します
vitamin,ビタミン,ˈvaɪtəmən,a natural substance found in food and drink that your body needs to be healthy,"『ビタミン』,栄養素(身体の喜常な機能を維持するために少量ながら必要な有機化合物)",Vitamins are absent from his diet.,彼の食事にはビタミンが欠けている。
waiter,ウェイター,ˈweɪtər,a man whose job it is to bring meals to your table in a restaurant or cafe,"(料理店などの)『給仕人』,ウエーター 
(食物を運ぶ)給仕盆",He is a waiter in a seaside restaurant.,彼は海辺のレストランのボーイである。
waitress,ウェートレス,ˈweɪtrəs,a woman whose job it is to bring meals to your the table in a restaurant or cafe,"(レストランなどの)『女給仕人』,ウエートレス",The next night I came and I had the same new waitress.,次の晩出かけていき同じウェイトレスがついた。
ward,区,wɔrd,"an electoral district, a small area within which the people can all vote for the same thing","〈C〉『病棟』,病室 
〈C〉(刑務所の)監房 
〈U〉(未成年者などの)後見,保護;〈C〉被後見人 
〈C〉(行政区画の)『区』 
〈U〉警備,見張り 
〈危険・病気など〉‘を'避ける,‘から'身を守る《+off+名,+名+off》",We sprinkle salt to ward off bad luck.,縁起に塩をまいて清める。
warehouse,倉庫,ˈwɛrˌhaʊs,a building where a large number of things are stored while they are waiting to be sold,"倉庫 
〈商品など〉‘を'倉庫に入れる,貯蔵する",He opened his first shop in a warehouse-like place.,彼が倉庫のような場所に、初めて店を構えた
whale,鯨,weɪl,a large mamal that lives in the sea,"(棒・むち・手などで)…‘を'打つ,打ちのめす　ひどく打つ 
…‘を'打ち負かす",The largest animal on Earth is the gigantic blue whale.,地球上で最大の動物は巨大なシロナガスクジラだ。
accessory,付属品；装身具；補助的な；共犯の,ækˈsɛsəri,partner in crime,=accessory,"Generally, he has been depicted as wearing simple clothes with no accessories and shows a symbolic gesture with the fingers of Kubon Raigo-in, i.e., mudra for the nine possible levels of birth into Amida's paradise, Gokuraku (see Mudra for detail), mixed with Jo-in, i.e., samadhi mudra, Seppo-in, i.e., the exposition of the dharma mudra, Semui-in, i.e., mudra for bestowing fearlessness, and Yogan-in, i.e., wish-granting mudra.
","造形化された時は、装身具を着けない質素な服装の如来形で、定印・説法印・施無畏印・与願印を組み合わせた九品来迎印（詳しくは印相を参照のこと）を結ぶ姿で表されることが多い。
"
aisle,通路,aɪl,long narrow area for walking between rows of something,"(教会・劇場・列車・旅客機などの)座席間の通路 
側廊(教会堂で本堂(nave)の両側にある通路)",His seat in the plane was on the aisle.,機内での彼の席は通路側だった。
allergy,アレルギー,ˈælərʤi,condition that means you get ill if you come into contact with a particular material,"アレルギー,異常過敏症",I have an allergy to pollen.,花粉症です。
ample," 十分すぎるほどの, 豊富な",ˈæmpəl,more than enough of,"広い,広々とした 
《数えられない名詞・複数名詞の前に用いて》『十分な』(enough),あり余るほどたくさんの(abundant) 
ふくよかな,豊満な(full)","As shown above, it is possible to obtain ample profit and customers with truly simple know-how that anyone can do!",以上のように、実にシンプルな誰でも出来るノウハウで十分な利益と顧客は確保できるのです！
appendix,付録,əˈpɛndɪks,an extra bit of information at the end of a book or document,"(本・論文などの)付録,補遺,追加 
虫様突起","The appendix of provision 5 - Japanese people can employ Korean people by paying wages at the place where the port was opened.
","付録第五款　開港地において日本人は朝鮮人に賃金を支払うことにより雇用することができる。
"
appliance,器具,əˈplaɪəns,a machine or device that does a particular task,"(特に家庭で用いる)器具,機械,装置",Electrical appliances have made housework easier.,いろいろな電気製品のおかげで家事が楽になった。
apprentice,見習い,əˈprɛntəs,someone who is learning a trade by working with an expert,"(…の職業見習いの)徒弟,(昔の)年季奉公人《+『to』+『名』》 
(…に)〈人〉'を'徒弟に出す,見習い奉公に出す《+『名』+『to』+『名』》","Martha, who was a poor apprentice at a milliner's, then told them what kind of work she had to do, and how many hours she worked at a stretch, and how she meant to lie abed to-morrow morning for a good long rest; to-morrow being a holiday she passed at home.
","それから 婦人 小間物 商 の つまらない 奉公人 で あっ た マーサ は 、 自分 が どんな 種類 の 仕事 を し なけれ ば なら ない か と か 、 一気に 何 時間 働か なけれ ば なら ない か と か 、 明日 は 休日 で 一 日 自宅 に 居る から 、 明日 の 朝 は ゆっくり 骨休め を する ため に 朝寝坊 を する つもり だ と か 云う こと を 話し た 。
"
