英単語,訳,発音,英語の意味,解説,用例,用例・訳
empirical,実証的な；経験による,ˌɛmˈpɪrɪkəl,based on observation or experiment,"経験を基礎とする,実験に基づいた","Following in the footsteps of Sengaku, he conducted empirical research and wrote works including ""Shui Saiyo-sho"" (Commentary of Leaves of Gleanings) and ""Seiyo Tanka-sho"" (""Green Leaves and Red Flowers,"" a Collection of Poetry).
","仙覚の伝統を受け継いで実証的な研究を進め、「拾遺采葉抄」「青葉丹花抄」などを著した。
"
entity,実体,ˈɛntəti,something that is real,"実在するもの,実体","your hacker is a rational entity, and presumably had reasons.
","あなた の とこ の ハッカー は 道理 を わきまえ た 存在 で あっ て 、 理由 が あっ た の でしょ う ね 。
"
essence,本質,ˈɛsəns,the most important part or quality of something,"〈U〉(…の)『本質』,真髄《+『of』+『名』》 
〈U〉〈C〉(植物・薬物などから抽出された)精,エキス《+『of』+『名』》 
〈U〉香水(perfume) 
〈U〉本質,実在;〈C〉(特に)霊的実在",Extract an essence from the bark of a tree.,樹皮からエキスを抽出する。
ethical,倫理的な,ˈɛθɪkəl,morally right or wrong,"倫理の,今徳の;倫理学 
道徳的な,(特に)職業道徳にかなった",It is not ethical for a doctor to reveal confidences.,医師が患者の秘密を漏らすのは道義にもとる。
ethics,倫理学；道徳,ˈɛθɪks,"the moral principles, standards, and rules for deciding what is right and wrong","《単数扱い》『倫理学』 
《複数扱い》『倫理』,道徳[律],規範",Ethics means the rules of conduct.,倫理学というのは、行動の規範を意味する。
exit,出口；終了,ˈɛgzɪt,a door that you go through to leave a place,(台本のト書きで)退場する,The blind man felt his way toward the exit.,目の不自由なその人は出口の方へ手探りで行った。
expertise,専門知識,ˌɛkspərˈtiz,the special knowledge that an expert has,"〈U〉専門技術[知識] 
〈C〉《特に英》専門家の調査報告","We provide broad services to the computer end users, based on our experience and technical expertise.",私どもは経験と技術を生かし、エンドユーザーに幅広いサービスを提供いたします。
fever,熱,ˈfivər,a high body temperature,"〈U〉《しばしばa fever》(身体の異常な)『熱』,発熱 
〈U〉『熱病』 
〈U〉〈C〉(…に対する)『興奮』,熱狂《+『for』+『名』》",Convulsions can occur when they run a fever.,熱が出るとひきつけを起こすことがあります。
fluid,流体（名）； 流動的な（形）,ˈfluəd,a material that can easily flow. e.g. water,"『流体』,流動体 
『流動性の』,流動する 
流体の,流動体から成る 
変わりやすい,固定していない,浮動する",Babies grow up inside the amniotic fluid in the womb.,赤ちゃんは子宮内の羊水で発育します。
forum,フォーラム；講演会；座談会,ˈfɔrəm,meeting where people can openly discuss a subject,"《the Fo・rum》(古代ローマの)大広場,市場(商業取引や裁判・政治などの集会所として用いられた) 
〈C〉(公開討論・批判などの)広場,フォーラム 
〈C〉討論会",This movement is like a forum or platform from which feminists speak out on women's issues.,この運動は、フェミニストたちが女性問題について論じるための話の広場ないし演壇のようなものである。
fossil,化石,ˈfɑsəl,a plant or animal that has become rock after many thousands of years,"化石 
時代遅れの人 
化石の,化石となった",He is a living fossil!,まるで化石みたいな人間だわ。
fraction,一部；少量；分数,ˈfrækʃən,a part of a whole,"『破片』,断片;(…の)一部,わずか《+『of』+『名』》 
『分数』","Count as one fractions of half a yen and over, but ignore those of less.",一円以下は四捨五入してよろしい。
fracture,骨折，骨折する；砕く,ˈfrækʧər,the result of breaking a hard material; a crack,"〈U〉(特に)骨を折ること;骨を折った状態 
〈C〉割れ(裂け)目,(鉱物の)破砕面 
〈足・腕などを〉‘を'骨折する;…‘を'砕く 
骨折する;砕ける",The pain from the compound fracture was almost intolerable.,複雑骨折の痛みはほとんど耐え難かった。
fringe,縁；縞（しま）,frɪnʤ,the edge of something; such as the decorative edge on a piece of clothing,"(ショール・幕などの)『ふさ飾り』,ふさべり 
(一般に)へり,縁,周辺 /
〈服・カーテンなど〉‘に'ふさ飾りを付ける;(…で)…‘を'縁どる《+『名』+『with』+『名』》",I recommend putting up your hair so your fringe doesn't get on your forehead.,前髪が、おでこにかからないように髪を上げることをおすすめします。
fusion,融合,ˈfjuʒən,"when different styles, ideas or designs combine to form something new; in physics: when atoms combine to produce nuclear energy","〈U〉(金属などが)溶けること,融解,融合《+『of』+『名』》 
〈C〉融合物 
〈C〉(政党・党派などの)連合,合同;(民族などの)融合《+『of』+『名』》 
〈U〉〈C〉核融合(nuclear fusion)",The physicist was aware of the potential danger of nuclear fusion.,その物理学者は核融合の潜在的な危険性に気づいていた。
gauge,計測器，測定する,geɪʤ,a tool used to measure things,"(銃砲の口径・鉄板の厚さなどの)標準寸法(規格) 
計器 
(評価・判断の)方法,基準 
(レールの)軌道 
(銃砲の)口径 
(特に,計器を用いて)…‘を'測る 
…‘を'評価する","For instance, gauges, such as thermometers and barometers, are instruments.",例えば、温度計や気圧計などの計器は器具です。
goat,ヤギ,goʊt,small animal with beard and horns,"『ヤギ』 
《米話》=scapegoat 
《俗》好色家",We keep two goats.,私たちは２匹のヤギを飼っています。
graph,図表；グラフ,græf,image expressing numerical data in lines or shapes,"グラフ,図表",The differing volumes of carbon emissions are plotted in the graph below.,炭素排出量の変動が、以下のグラフに描かれている。
grid,格子；送電網,grɪd,a metal structure with bars that is used to cover a hole,"格子(こうし);焼き網 
グリッド(真空管で陽極と陰極との中間に装置する金属の格子) 
高圧送電線網 
(地図などの)碁盤目","The general landform of Imai-cho in the early Edo period was by and large a rectangle in shape measuring 610 meters east to west and 310 meters north to south with a grid of straight streets running north-south and east-west.
","江戸初期の今井の町勢の概略は、東西610m、南北310m、大体長方形の地形で東西南北方眼状に道路を配していた。
"
gut,腸,gʌt,"the parts inside: a human body, animal body or a machine","腸;(楽器の弦の材料となる)腸 
《複数形で》内臓,腹わた(bowels) 
=catgut 
《複数形で》元気,勇気,はら,根性 
《複数形で》中身,内容 
〈鳥・魚〉‘の'腹わたを取り除く 
…‘の'中をすっかりやられる 
本能的に感じる,生き生きした;切実な","I've set the stage so now you just have to show some guts, OK?",セッティングは整えておいたから、後はまーくんが根性見せなきゃダメだからね？
habitat,生息地,ˈhæbəˌtæt,"the natural place, or type of place, where a plant or animal lives","(動・植物の)産地,生息地",a snag can provide food and a habitat for insects and birds,立木は、食物と生息地を昆虫と鳥に提供することができる
harvest,収穫,ˈhɑrvəst,the time of year to bring crops in from the fields,"〈C〉(穀物・果物などの)『収穫』,取り入れ 
〈C〉『収穫期』,取り入れの時期 
〈C〉収穫物;収穫高(量) 
《a~,the~》(仕事などの)結果,報い 
〈作物〉‘を'取り入れる,〈畑〉‘の'作物を取り入れる 
〈結果など〉‘を'獲得する",Fertile soil is indispensable for a good harvest.,良い収穫を得る為には、肥沃な土壌が不可欠だ。
hierarchy,階層；ヒエラルキー,ˈhaɪəˌrɑrki,a system for organizing people or things according to their importance,"聖職の階級組織 
聖職位階制政治 
(一般に)階級組織,職階制;階層",put honesty first in her hierarchy of values,彼女の価値観の序列では正直を最上位に置く
horizon,地平線；水平線；視野；層位,həˈraɪzən,the line where the earth or sea meets the sky,"『地平線』,水平線 
(知識・関心・経験などの)限界,範囲,視野《+『of』+『名』》",The ship vanished over the horizon.,船の姿は水平線の向こうへと見えなくなった。
