英単語,訳,発音,英語の意味,解説,用例,用例・訳
strange,奇妙な,streɪnʤ,Unusual or odd; surprising because unexpected,"『奇妙な』,異常な,変な 
『見た(聞いた)ことのない』,未知の 
場違いの,勝手が違った 
《補語にのみ用いて》(仕事などに)慣れていない,未熟の《+『to』+『名』》","If it's an aggressive strange salesman, then call me right away. I'll chase him off.",強面の変なセールスだったらすぐアタシを呼びなさいね、追い返してやるから。
stranger,見知らぬ人,ˈstreɪnʤər,Someone you do not know,"(…の)『見知らぬ人』《+『to』+『名』》 
『よそから来た人』,外部の人,新しく来た人;外国人 
(…に)経験のない人,慣れていない人《+『to』+『名』》",She is an utter stranger to me.,彼女は全く私の知らない人です。
street,道；通り,strit,road in a city with buildings and places to walk,"(両側に歩道と建物のある)『街路』,通り;…街(通り)(《略》st.) 
(歩道と区別した)車道 
町内の人々",The streets are in full Christmas mode - it's almost Christmas Eve.,街はクリスマスムード一色・・・もうじきイブだ。
strike,打つ；殴る,straɪk,To hit something,"〈人〉‘を'『なぐる』;〈物〉‘を'『たたく』,打つ 
〈打撃・攻撃〉‘を'加える;…‘を'打撃を加える 
〈人が〉(;に)…‘を'『ぶつける』,たたきつける,衝突させる《+名+on(against)+名》 
〈物が〉…‘に'ぶつかる,突き当たる 
(…に)〈刃物など〉‘を'突き刺す《+名+into+名》;(…で)〈人〉‘を'突き刺す《+名+with+名》 
〈マッチ〉‘を'する〈火・火花〉‘を'打って出す 
〈時計が〉〈時刻〉‘を'『たつ』;(楽企で)〈音〉‘を'出す《+名+on(with)+名》 
〈目・耳・鼻〉‘を'打つ,捕らえる 
〈人,人の心〉‘を'『打つ』,感じさせる,感銘させる 
〈物事が〉〈人,人の心〉‘に'浮かぶ,思い当たる 
…に行き当たる,‘を'ふと見つける 
〈病気,苦痛などが〉…‘を'襲う,悩ませる《+down+名,+名+down》 
《しばしば受動態で》〈物事が〉〈人〉‘を'打ちのめす,圧倒する 
(…に)〈恐怖など〉‘を'起こさせる,吹き込む《+名+into+名》 
(…から)…‘を',削除する《+名+out of(from, off)+名》 
〈貨幣・メダルなど〉‘を'打って造り出す,鋳造する 
〈植物が〉〈根〉‘を'張る,降ろす 
〈ある態度・姿勢〉‘を'とる 
〈契約〉‘を'結ぶ;〈収支〉‘を'決算する;〈平均〉‘を'出す 
〈テントなど〉‘を'取りはずす…〈船・旗など〉‘を'降ろす 
〈組合・組合員が〉〈仕事〉‘を'中止してストライキに入る;〈工場・雇用者など〉‘に'ストライキを宣言する 
(…めがけて)『打さ』,攻撃する;(…を)たたく《+at+名》 
(…に)『ぶつかる』,衝突する《+against(on, upon(+名)》 
(…に)〈光・音などが〉当たる《+on(upon)+名》 
〈物事が〉印象を与える,(ある)感じを与える 
(考えなどを)ふと思いつく《+on(upon)+名》 
〈マッチなどが〉火が単,発光する 
〈時計・鐘などが〉鳴る;〈時刻などが〉打ち鳴らされる 
〈さし木などが〉根づく,根が出る 
(…の方向へ)向かう,行く,進む《+toward(for,into,to)+名》 
〈組合・組合員が〉(…を要求して,…に反対して)ストライキを行う《+for(against)+名》 
『ストライキ』 
(野球で)『ストライク』 
(金鉱・石油などの)掘当て;大もうけ 
功撃,(特に)航空攻撃 空襲",Strike while the iron is hot.,好機逸すべからず。
strong,強い；力強い,strɔŋ,Having big muscles; physically powerful,"(身体的に)『力の強い』 
(身体が)『じょうぶな』,健康な 
勢力(権力)のある,有力な 
(物が)『がんじょうな』,堅固な 
(精神的・道徳的に)『強い』 
説得力のある,効果的な 
(味・においが)いやな,不快な 
(動きが)激しい,速い 
(程度が)強い,強烈な,濃い 
アルコール分の多い 
《数詞の後に用いて》…の人員の 
強く,強力に;激しく,盛んに","The meaning of the 'dollar peg' is ""stick with the strong countries.""",ドルペッグの意味は、強い国につけということです。
strongly,強く,ˈstrɔŋli,With strength or in a strong manner,"『強く』,激しく 
熱心に",She spoke out strongly against cruelty to animals.,彼女は動物に対する虐待行為を強く非難した。
student,学生,ˈstudənt,person studying at school,"学生,生徒 
(…の)『研究者』,学者《+of+名》","The student submitted a paper to an English-language journal, and the result was ""conditional acceptance"".",学生が英文論文誌に論文を投稿して、「条件付採録」になっています。
study,勉強する,ˈstʌdi,To focus on learning something usually at school,"〈U〉(一般に)『勉強』,学習すること 
〈C〉(…の)勉強,研究《+of+名》 
〈C〉〈U〉(…の)『綿密な調査』,検討《+of+名》 
〈C〉研究対象(問題,事項);学科 
〈C〉『書斎』,勉強部屋 
〈C〉(美術・文学などの)習作,試作,スケッチ,(音楽の)練習曲,エチュード 
…‘を'『勉強する』,学ぶ,研究する 
…‘を'『よく注意して見る』,しげしげと見る 
…‘を'『調査する』,検討する 
…‘を'考慮する,配慮する 
〈せりふなど〉‘を'覚えようとする 
『勉強する』,学ぶ,研究する",Have you decided where you're going to go to study abroad?,遊学先はもう決めた？
stuff,物,stʌf,"generic description for things, materials, objects","『材料』,原料,資料 
《話》(ばく然と)『物』 
素質,本領 
くだらないもの(こと);ばかげた考え 
《古》布地 
(…を)〈入れ物・車など〉‘に'『詰める』,詰め込む《+名+with+名》 
(入れ物などに)…‘を'『押し込む』《+名+into+名》 
(…で)〈穴など〉‘を'ふさぐ《+up+名+with+名》 
《しばしば受動態で》《話》(食物を)〈自分,自分の腹〉‘に'詰め込む 
(料理の材料で)…‘に'詰め物をする《+名+with+名》 
(剥製にするため)〈死んだ動物〉‘に'詰め物をする 
〈投票箱〉‘に'不正票を入れる 
たらふく食べる","My head is swimming, so I'll try writing any-old stuff without any deep thought.",頭がくらくらしているので、深く考えずにいい加減なことを書いてみる。
stupid,ばか；頭が悪い,ˈstupəd,not intelligent; lacking the ability to learn easily,"(人が)『ばかな』,愚かな 
(言葉などが)『ばかな』,愚かな,非常識な 
(物事が)おもしろくない,たいくつな","When I tried to speak to her, I always found myself too shy to do more than stammer or say something stupid.",彼女に話しかけようとするとき、私はいつでもとても恥ずかしくて、口ごもるとか、何かばかげたことを言う以上のことはできなかった。
subject,主語,ˈsʌbʤɪkt,the person or thing that does the action of a verb,"(思考・議論・研究などの)『主題』,問題,議題,話題《+of+名》 
『科目』,教科,学科 
(文法で)『主語』,主部 
臣下,家来;(特に君主国の)国民,臣民 
(批判・実験などの)対象となる人(物) 
(楽曲,特にフーガの)主題 
『支配を受ける』,従属する 
《補語にのみ用いて》《be subject to+名》(…を)『受けやすい』,(…に)かかりやすい 
《補語にのみ用いて》《be subject to+名》)…に)『頼っている』,(|を)条件とする 
(…に)〈国・人など〉‘を'『従わせる』《+名+to+名》 
〈人・物など〉‘に'(いやなことなどを)『受けさせる』,経験させる《+名+to+名》",I use the subject line to determine the contents so please fill it in.,内容が件名で判断出来ますので、記入をお願い致します。
such,そのような；とても～な,sʌʧ,Like or similar,"《特定の種類・程度を示して》『こんな』,あんな 
《類似の種類・程度を示して》『そんな』,そのような 
《名詞の前にのみ用いて,強意的に》『とても』(良い,悪い,ひどい) 
《補語にのみ用いて》『そのような』 
そのような人(物,事)",Why have you kept such an excellent wine back till now?,どうしてこんな上等のぶどう酒を今まで取って置いたのか。
sudden,突然の,ˈsʌdən,Happening or done quickly or unexpectedly,"『突然の』,だしぬけの 
急いだ,あわただしい;急な",His voice was drowned out by the wraith's sudden howl.,彼の声は悪霊の突然の咆哮にかき消される。
suddenly,突然に,ˈsʌdənli,In an unexpected or very quick manner,"『突然に』,だしぬけに","""What? Are you doubting us?"" ""B-but, that is, suddenly 'spirit world', 'magical beings' - it's strange to ask me to believe.""",「なに、アンタ疑ってんの」「だ、だってそんな、いきなり魔界とか魔族とか、信じろという方がおかしいよ」
suggest,提案する,səgˈʤɛst,to mention something that could be done; propose,"<考え・計画など>‘を'『提案する,』言い出す 
〈物事が〉…‘を'『連想させる,』思い起こさせる 
…‘を'『それとなく示す』",He suggested I go with him to the party.,パーティーに一緒に行こうと、彼に誘われました。
suggestion,提案,səgˈʤɛsʧən,idea about what someone should do,"〈U〉〈C〉『提案,』提案すること 
〈C〉『提案されたもの(こと)』 
〈C〉〈U〉そりとなく言うこと,暗に示すこと;連想させること 
〈C〉《a~》『少しばかり』(の…),少量(の…)《+of+名》",She spoke with a suggestion of sarcasm in her voice.,彼女は少し皮肉っぽく話した。
suitable,適した；ふさわしい,ˈsutəbəl,right for a particular purpose or occasion,"『適当な,ふさわしい』,好都合な","Everybody has their own projects on, so after all you are the only suitable candidate.",みなプロジェクトを抱えているので、差し詰め、君しか適任者はいない。
